timestamp,affect_valence,stress_rating,vision_load,action_executed
0,0.0,4.7237183681770984,0.39715964964400347,1
1000,0.12659245357374926,7.186809587026653,0.45182673609891966,0
2000,0.2511479871810792,6.049570006773986,0.47535056433186246,1
3000,0.3716624556603276,6.321486766236828,0.6672311587455363,1
4000,0.4861967361004687,1.4799382175848788,0.5924452446846988,1
5000,0.5929079290546404,3.782280911783104,0.4089315939755935,1
6000,0.690079011482112,5.592649855854073,0.6425995759739713,1
7000,0.7761464642917568,6.517988667557672,0.4628153845502851,1
8000,0.8497254299495144,1.923061294012367,0.38715898547887256,0
9000,0.9096319953545183,2.5172974166014708,0.4501490879211564,0
10000,0.9549022414440739,3.167111779380157,0.5754336750374653,0
11000,0.984807753012208,3.434168752954782,0.5863418186241298,1
12000,0.998867339183008,5.85577266425739,0.6910064255752654,1
13000,0.9968547759519424,2.2429194984518763,0.627155462817858,1
14000,0.9788024462147787,4.6032847795651755,0.6261186263574601,1
15000,0.9450008187146685,5.402948602403463,0.4229839270931688,1
16000,0.8959937742913359,7.302028623962139,0.5851089520627606,0
17000,0.8325698546347714,5.970620516881389,0.5979255949203927,1
18000,0.7557495743542583,5.866331221950098,0.23012368585912424,1
19000,0.6667690005162916,5.5222623652978875,0.2712335246676796,1
20000,0.5670598638627709,5.512734069018712,0.6151880888811018,1
21000,0.4582265217274105,5.367825578445764,0.2794682101367569,1
22000,0.3420201433256689,6.803519316052442,0.20322083873892177,0
23000,0.2203105327865408,2.8811877094824445,0.46755694124842256,0
24000,0.09505604330418244,5.14308592720558,0.39879856857819374,0
25000,-0.03172793349806786,5.637106769820875,0.2171125220115499,0
26000,-0.15800139597335008,5.9482911860801755,0.6955877495967618,1
27000,-0.28173255684142984,4.866972483818175,0.30196038435874295,1
28000,-0.4009305354066138,4.7105833115649975,0.4509598766477994,1
29000,-0.5136773915734064,4.363973337125588,0.474688037583338,0
30000,-0.6181589862206053,6.085338637225334,0.5786968090286468,0
31000,-0.7126941713788629,5.998268020838085,0.6774798260637964,1
32000,-0.7957618405308321,3.0717612651297785,0.23528829493967712,1
33000,-0.8660254037844388,6.84867985822639,0.26565259501196276,1
34000,-0.9223542941045814,5.208743984127043,0.21341287083947907,0
35000,-0.9638421585599422,6.3837931180659275,0.3322385774087861,1
36000,-0.9898214418809327,5.685731931324796,0.6957940731441905,0
37000,-0.9998741276738751,8.700679028417403,0.6149173376280409,1
38000,-0.9938384644612541,3.6967074844037837,0.5235185806999727,1
39000,-0.9718115683235417,5.9039887648978935,0.39495122645054814,1
40000,-0.9341478602651068,4.359082172219831,0.43961103810361785,0
41000,-0.881453363447582,3.5233199377299966,0.3056152813375595,1
42000,-0.8145759520503358,4.520383719468814,0.3059639925951832,0
43000,-0.7345917086575332,5.713644860860245,0.3326779577880419,1
44000,-0.6427876096865396,3.870539151140719,0.24129915992168605,0
45000,-0.5406408174555976,6.013729567704136,0.22241619732792023,1
46000,-0.4297949120891719,6.78971648252135,0.5766491304424141,0
47000,-0.31203344569848707,5.887317254052107,0.3647605185715339,0
48000,-0.18925124436040974,4.594225309862411,0.4104499404595569,1
49000,-0.06342391965656452,8.634220361002903,0.5187751699934676,0
50000,0.06342391965656492,6.624514136801203,0.5481576031332127,0
51000,0.18925124436041013,2.7184759356745825,0.5198069835800652,0
52000,0.31203344569848745,3.889402221395147,0.6806175413326916,1
53000,0.4297949120891715,5.300283006460117,0.40499994631385905,1
54000,0.5406408174555978,8.22525616976847,0.6484610564662485,1
55000,0.6427876096865393,4.316003448530817,0.662401990725517,1
56000,0.7345917086575334,3.081271412612878,0.29230275663081706,0
57000,0.8145759520503356,5.566355317998962,0.5490192947726367,1
58000,0.8814533634475821,2.959932577962905,0.6670513916150548,1
59000,0.9341478602651067,4.384476458805868,0.6528076593569041,1
60000,0.9718115683235418,6.694907685789732,0.22942814572525544,1
61000,0.9938384644612541,3.097025487922216,0.6437067045798892,0
62000,0.9998741276738751,2.490434661637936,0.40265861666063985,1
63000,0.9898214418809328,1.5825362955866424,0.34843374939967153,1
64000,0.963842158559942,4.47657652551878,0.6511220739588495,1
65000,0.9223542941045816,4.111868421670574,0.698824849016453,1
66000,0.8660254037844383,2.7335140241085067,0.27701948528151227,1
67000,0.7957618405308319,8.474727622449215,0.3992668203023126,1
68000,0.7126941713788629,5.651897662686092,0.21267055334027096,1
69000,0.6181589862206056,5.31279686254879,0.644009730533524,1
70000,0.5136773915734058,3.362540984503748,0.5727412704809907,0
71000,0.40093053540661344,1.7707576571634762,0.48956088600141323,1
72000,0.2817325568414299,5.468617836356453,0.46438093492158183,1
73000,0.15800139597335056,5.372949230921737,0.3679596698634399,1
74000,0.03172793349806701,4.146251168505848,0.2871265776741361,1
75000,-0.09505604330418282,6.882849244551268,0.33070430531368733,0
76000,-0.22031053278654034,6.140470269232565,0.4777590894851455,1
77000,-0.342020143325668,2.943135234670654,0.6567647997325256,1
78000,-0.45822652172741085,5.927423601055549,0.45845505688275695,1
79000,-0.5670598638627707,4.638678923457432,0.6784658172096878,1
80000,-0.6667690005162913,5.851609420731808,0.4259683497572758,0
81000,-0.7557495743542588,5.220074922027083,0.3295194255405466,0
82000,-0.8325698546347716,2.847012698217188,0.5774410005184643,0
83000,-0.8959937742913359,4.293384674998034,0.6027019696518767,1
84000,-0.9450008187146683,4.063841674374993,0.5957791777915091,1
85000,-0.9788024462147789,5.331901448525351,0.27483326204985686,1
86000,-0.9968547759519424,7.349642263638556,0.6565466723717699,0
87000,-0.998867339183008,4.149488319177869,0.5601255683009205,1
88000,-0.9848077530122081,4.914581341419603,0.6262818666339427,0
89000,-0.9549022414440737,3.5959810899514046,0.4628610508303954,1
90000,-0.9096319953545183,6.35181347398163,0.22043079487980693,1
91000,-0.8497254299495145,7.990571057127856,0.34204604609105527,1
92000,-0.7761464642917573,6.298405154986942,0.6625294037059435,1
93000,-0.6900790114821116,4.961397013303593,0.5185924384898661,1
94000,-0.5929079290546404,4.02558792925277,0.25350238390538743,1
95000,-0.48619673610046904,4.4310114901003095,0.5655788915655755,1
96000,-0.3716624556603267,4.190587245267109,0.41093138671928364,1
97000,-0.2511479871810788,2.735692614051728,0.6798401070203759,1
98000,-0.1265924535737493,6.40394337014787,0.3790848395463961,1
99000,-4.898587196589413e-16,5.230035267186779,0.6571105936841337,1
